CG_GEOID,GEOID,GENT_IDX,UERPCTCHG,PCIPCTCHG,POVPCTCHG,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
CG17031822301,17031822301,0.514625,-0.1,-15.9,9,3849,3535,8.9,107,0,UNDEF,56,56,0,601,413,45.5,2997,3026,-1,950,24.7,1326,37.5,-12.8,1576,40.9,912,25.8,15.1,3849,0,3535,0,3482,2925,367,610,-49.5
CG17031822302,17031822302,0.59625,5.6,-9.2,7.9,4624,4131,11.9,347,278,24.8,288,31,829,787,741,6.2,3157,3038,3.9,1459,31.6,1798,43.5,-11.9,1973,42.7,1139,27.6,15.1,4348,6,3765,8.9,3100,3058,1248,707,74.1
CG17031822400,17031822400,0.43925,-5.2,-23.4,25.2,5986,6022,-0.6,194,181,7.2,230,0,UNDEF,824,1022,-19.4,4690,4793,-2.1,1967,32.9,2334,38.8,-5.9,1804,30.1,1572,26.1,4,5969,0.3,6022,0,3496,4305,2473,1717,77.4
CG17031822500,17031822500,0.539375,-0.7,16.5,1.9,4411,4418,-0.2,181,203,-10.8,67,51,31.4,850,740,14.9,3312,3376,-1.9,1136,25.8,1401,31.7,-5.9,1909,43.3,1412,32,11.3,4325,1.9,4359,1.3,3686,3843,639,516,29.1
CG17031822601,17031822601,0.566375,-6.5,-10,-0.5,4731,4306,9.9,78,12,550,43,44,-2.3,937,569,64.7,3596,3587,0.3,1269,26.8,1259,29.2,-2.4,2046,43.2,1657,38.5,4.7,4714,0.4,4306,0,4399,4181,315,125,139.5
CG17031822602,17031822602,0.6345,5.6,4.1,-2.9,7263,6153,18,672,126,433.3,430,14,2971.4,869,654,32.9,5243,5315,-1.4,1861,25.6,2245,36.5,-10.9,3523,48.5,2039,33.1,15.4,7258,0.1,6153,0,5060,4806,2198,1347,55
CG17031822701,17031822701,0.406375,-2.1,-13.6,4.4,4271,4329,-1.3,364,237,53.6,94,88,6.8,1037,486,113.4,2746,3495,-21.4,1306,30.6,1201,27.7,2.9,1751,41,1974,45.6,-4.6,4271,0,4329,0,3348,3646,923,683,47.2
CG17031822702,17031822702,0.400875,6.2,4,14,3245,3601,-9.9,475,209,127.3,47,14,235.7,374,492,-24,2333,2799,-16.6,988,30.4,1097,30.5,-0.1,1561,48.1,1307,36.3,11.8,3245,0,3601,0,2629,3029,616,572,24.1
CG17031822801,17031822801,0.454,-3.2,8.3,10.1,3003,3752,-20,136,99,37.4,53,43,23.3,620,648,-4.3,1967,2962,-33.6,791,26.3,910,24.3,2,1381,46,1426,38,8,3003,0,3752,0,2382,3150,621,602,36.4
CG17031822802,17031822802,0.499125,3,0.1,0.2,3379,3528,-4.2,168,29,479.3,30,42,-28.6,501,352,42.3,2673,3064,-12.8,820,24.3,958,27.2,-2.9,1622,48,1325,37.6,10.4,3374,0.1,3528,0,3084,3386,290,142,124.2
CG17031822900,17031822900,0.397,9.5,-8.8,0.9,2072,2013,2.9,130,0,UNDEF,35,11,218.2,356,319,11.6,1530,1683,-9.1,746,36,623,30.9,5.1,562,27.1,591,29.4,-2.3,2072,0,2013,0,1572,1703,500,310,74.7
CG17031823001,17031823001,0.407,-2.9,-11.2,9.5,6212,6621,-6.2,1224,545,124.6,297,196,51.5,841,888,-5.3,3781,4960,-23.8,2139,34.4,2530,38.2,-3.8,1898,30.6,2163,32.7,-2.1,5788,6.8,6089,8,2408,2533,3380,3556,0
CG17031823002,17031823002,0.3815,-7.7,2.1,3.6,5684,6041,-5.9,195,361,-46,110,0,UNDEF,730,667,9.4,4531,4940,-8.3,1903,33.5,1775,29.4,4.1,2040,35.9,2017,33.4,2.5,5604,1.4,6041,0,3410,4195,2194,1846,46.2
CG17031823101,17031823101,0.565,1.2,-8.6,2.3,4497,4333,3.8,180,59,205.1,152,100,52,321,554,-42.1,3796,3581,6,1425,31.7,1729,39.9,-8.2,1467,32.6,1163,26.8,5.8,4497,0,4333,0,3205,3509,1292,824,71.7
CG17031823102,17031823102,0.531,-11.4,-6.1,-5,3550,3588,-1.1,6,0,UNDEF,9,0,UNDEF,312,442,-29.4,3223,3138,2.7,1283,36.1,1496,41.7,-5.6,1039,29.3,1222,34.1,-4.8,3488,1.7,3588,0,2537,3049,951,539,112
CG17031823200,17031823200,0.464125,3.3,15.7,6.6,4498,5349,-15.9,195,344,-43.3,30,387,-92.2,925,901,2.7,3328,3482,-4.4,1280,28.5,1557,29.1,-0.6,1786,39.7,1801,33.7,6,4496,0,5349,0,3923,4967,573,382,89.9
CG17031823302,17031823302,0.56325,0.5,-13.5,0.4,6531,5811,12.4,2067,1731,19.4,0,78,-100,2218,1136,95.2,2100,2816,-25.4,2114,32.4,2114,36.4,-4,2038,31.2,1695,29.2,2,6531,0,5811,0,2776,3333,3755,2478,81.9
CG17031823303,17031823303,0.565,-3.7,-2.4,3.5,4476,4236,5.7,704,270,160.7,25,68,-63.2,1060,700,51.4,2807,3198,-12.2,1383,30.9,1428,33.7,-2.8,1523,34,1390,32.8,1.2,4476,0,4236,0,3322,3516,1154,720,69.6
CG17031823304,17031823304,0.447375,3.8,-3.1,3.2,5863,5522,6.2,831,521,59.5,65,203,-68,1583,1025,54.4,3365,3747,-10.2,2047,34.9,2020,36.6,-1.7,1901,32.4,1873,33.9,-1.5,5863,0,5522,0,4118,4179,1745,1343,31.9
CG17031823400,17031823400,0.50875,0.4,5.1,8.1,5150,4806,7.2,1127,858,31.4,8,0,UNDEF,2619,2442,7.2,1277,1435,-11,1871,36.3,1649,34.3,2,1592,30.9,1171,24.4,6.5,5150,0,4806,0,3503,3746,1647,1060,66.2
CG17031823500,17031823500,0.52475,-0.2,41.5,1.8,4675,4849,-3.6,759,698,8.7,34,0,UNDEF,2103,2474,-15,1561,1612,-3.2,1547,33.1,1686,34.8,-1.7,1554,33.2,1099,22.7,10.5,4646,0.6,4849,0,2676,3228,1970,1621,46.6
CG17031823602,17031823602,0.63375,3.8,4.5,1.8,6112,6173,-1,138,15,820,107,0,UNDEF,142,362,-60.8,5674,5636,0.7,1846,30.2,2870,46.5,-16.3,3233,52.9,2043,33.1,19.8,5740,6.1,5171,16.2,4464,4359,1276,812,53.4
CG17031823603,17031823603,0.571875,-0.5,32.9,-10.4,2408,2162,11.4,1049,1153,-9,0,12,-100,1236,940,31.5,95,57,66.7,773,32.1,886,41,-8.9,608,25.2,547,25.3,-0.1,2383,1,2162,0,1410,1201,973,961,-13.8
CG17031823604,17031823604,0.601125,1.9,7.4,2.6,3528,3602,-2.1,67,117,-42.7,65,161,-59.6,50,104,-51.9,3346,3220,3.9,723,20.5,880,24.4,-3.9,1883,53.4,1521,42.2,11.2,3528,0,3602,0,3039,3538,489,64,789.5
CG17031823605,17031823605,0.483,2.1,6.1,2.5,3985,4133,-3.6,143,27,429.6,78,61,27.9,184,163,12.9,3531,3837,-8,1099,27.6,898,21.7,5.9,1809,45.4,1503,36.4,9,3608,9.5,3718,10,3067,3408,541,310,93.9
CG17031823702,17031823702,0.337875,-2.7,-0.4,6.6,6326,6559,-3.6,775,961,-19.4,84,220,-61.8,771,422,82.7,4584,4956,-7.5,1986,31.4,1729,26.4,5,2350,37.1,2572,39.2,-2.1,6277,0.8,6559,0,3912,4837,2365,1722,69.8
CG17031823703,17031823703,0.47875,2.6,-7.5,9.8,7384,7387,0,94,32,193.8,485,315,54,886,663,33.6,5932,6100,-2.8,2642,35.8,2922,39.6,-3.8,2279,30.9,1899,25.7,5.2,7384,0,7387,0,5017,5950,2367,1437,95.4
CG17031823704,17031823704,0.55475,-5.3,0.3,-3.3,4307,3925,9.7,52,76,-31.6,33,40,-17.5,534,559,-4.5,3645,3127,16.6,1257,29.2,1196,30.5,-1.3,1714,39.8,1378,35.1,4.7,4290,0.4,3925,0,3792,3589,498,336,40.3
CG17031823705,17031823705,0.309,13.8,18.8,8.4,4763,4803,-0.8,454,62,632.3,49,152,-67.8,838,352,138.1,3407,4204,-19,1619,34,1484,30.9,3.1,1742,36.6,1353,28.2,8.4,4696,1.4,4803,0,3134,3205,1562,1598,0
CG17031823801,17031823801,0.460875,-4.6,-3.3,-1.3,5263,5482,-4,22,0,UNDEF,214,294,-27.2,420,77,445.5,4526,5098,-11.2,1239,23.5,1093,19.9,3.6,2851,54.2,2467,45,9.2,5233,0.6,5482,0,4813,5192,420,290,56.2
CG17031823803,17031823803,0.645125,-3.4,7.8,5.3,6887,6836,0.7,93,49,89.8,339,192,76.6,580,562,3.2,5693,6033,-5.6,2022,29.4,2397,35.1,-5.7,2972,43.2,2398,35.1,8.1,6742,2.1,6542,4.3,5816,6115,926,427,128
CG17031823805,17031823805,0.414,-5.8,-17.3,2.4,2791,2566,8.8,25,61,-59,38,202,-81.2,226,25,804,2472,2278,8.5,847,30.3,660,25.7,4.6,1319,47.3,1256,48.9,-1.6,2774,0.6,2566,0,2589,2469,185,97,81.9
CG17031823806,17031823806,0.31925,-3,-19.2,4.1,3721,3691,0.8,86,53,62.3,16,0,UNDEF,320,152,110.5,3288,3458,-4.9,1513,40.7,1360,36.8,3.9,1264,34,1576,42.7,-8.7,3704,0.5,3691,0,2546,2768,1158,923,36.4
CG17031823901,17031823901,0.516625,-1.1,-12.9,1.2,3765,3485,8,29,21,38.1,283,223,26.9,139,98,41.8,3235,3084,4.9,728,19.3,702,20.1,-0.8,2228,59.2,1622,46.5,12.7,3628,3.6,3387,2.8,3443,3315,185,72,147.4
CG17031823903,17031823903,0.431375,-3.6,1.5,-0.7,4582,4614,-0.7,123,0,UNDEF,0,130,-100,366,127,188.2,3984,4325,-7.9,762,16.6,804,17.4,-0.8,2675,58.4,2157,46.7,11.7,4404,3.9,4526,1.9,4219,4233,185,293,-36.7
CG17031823904,17031823904,0.350375,2.4,-17.5,-1.8,4233,4112,2.9,15,0,UNDEF,65,134,-51.5,225,134,67.9,3908,3834,1.9,938,22.2,858,20.9,1.3,2326,54.9,1900,46.2,8.7,4223,0.2,4112,0,4094,3832,129,280,-56.9
CG17031824003,17031824003,0.6155,-4.1,2.7,0.4,6418,5455,17.7,5,0,UNDEF,70,42,66.7,520,274,89.8,5676,5054,12.3,1299,20.2,1244,22.8,-2.6,3078,48,2011,36.9,11.1,6263,2.4,5455,0,5348,5197,915,258,244.6
CG17031824004,17031824004,0.507,1.4,4.6,3.9,5540,5236,5.8,128,0,UNDEF,233,103,126.2,215,312,-31.1,4920,4805,2.4,1632,29.5,1358,25.9,3.6,2314,41.8,2153,41.1,0.7,5350,3.4,4924,6,4045,4447,1305,477,200.8
CG17031824005,17031824005,0.668625,-3.7,18.9,1.7,5530,5525,0.1,92,14,557.1,129,88,46.6,338,544,-37.9,4894,4759,2.8,1135,20.5,1235,22.4,-1.9,2618,47.3,2082,37.7,9.6,5530,0,5525,0,4926,5269,604,256,152.4
CG17031824006,17031824006,0.503,1.8,7.2,4.8,4005,3887,3,34,41,-17.1,12,130,-90.8,282,286,-1.4,3666,3430,6.9,859,21.4,661,17,4.4,1934,48.3,1694,43.6,4.7,4005,0,3887,0,3619,3792,386,95,325.7
CG17031824105,17031824105,0.576,-1.5,7.2,5.6,6426,6583,-2.4,15,76,-80.3,120,337,-64.4,457,649,-29.6,5649,5535,2.1,1136,17.7,1206,18.3,-0.6,3572,55.6,2762,42,13.6,6426,0,6583,0,6144,6438,282,145,103.8
CG17031824106,17031824106,0.5335,-0.3,12.3,-0.3,6897,6988,-1.3,385,13,2861.5,141,375,-62.4,431,928,-53.6,5699,5665,0.6,1321,19.2,1760,25.2,-6,3656,53,2730,39.1,13.9,6888,0.1,6988,0,6174,6095,714,893,-21.1
CG17031824107,17031824107,0.629625,-1.3,24.7,-0.7,6708,6631,1.2,421,209,101.4,35,257,-86.4,743,487,52.6,5428,5629,-3.6,1789,26.7,1966,29.6,-2.9,3254,48.5,2405,36.3,12.2,6697,0.2,6631,0,6272,6415,425,216,101.2
CG17031824108,17031824108,0.517625,0.2,2.4,1.8,7925,7522,5.4,658,346,90.2,554,537,3.2,867,547,58.5,5721,6056,-5.5,1915,24.2,2075,27.6,-3.4,3241,40.9,2777,36.9,4,7899,0.3,7522,0,6085,6753,1814,769,161.8
CG17031824113,17031824113,0.633625,-2.6,23.9,-2.9,7037,6487,8.5,9,0,UNDEF,361,278,29.9,643,414,55.3,5949,5668,5,1442,20.5,1413,21.8,-1.3,3321,47.2,2249,34.7,12.5,7037,0,6487,0,7025,6186,12,301,-96.5
CG17031824114,17031824114,0.67875,1.1,31.3,-4.8,5143,4645,10.7,163,33,393.9,390,91,328.6,203,176,15.3,4335,4345,-0.2,752,14.6,936,20.2,-5.6,2855,55.5,1762,37.9,17.6,5143,0,4645,0,4928,4178,215,467,-61
CG17031824115,17031824115,0.40825,-2.4,-3.7,8.1,3761,3383,11.2,191,16,1093.8,128,112,14.3,432,299,44.5,2921,2917,0.1,1128,30,1068,31.6,-1.6,1725,45.9,1333,39.4,6.5,3514,6.6,3302,2.4,2714,2575,800,727,4.4
CG17031824116,17031824116,0.61925,-1.4,9.8,0.3,4840,4410,9.8,108,33,227.3,249,0,UNDEF,723,673,7.4,3662,3636,0.7,1319,27.3,1481,33.6,-6.3,2157,44.6,1742,39.5,5.1,4840,0,4410,0,2784,2566,2056,1844,2.8
CG17031824117,17031824117,0.508875,0.9,3.8,2.1,9665,8877,8.9,279,77,262.3,613,320,91.6,482,448,7.6,8208,8020,2.3,1954,20.2,1885,21.2,-1,4694,48.6,3719,41.9,6.7,9665,0,8877,0,9367,8587,298,290,-5.8
CG17031824119,17031824119,0.639,1.7,15.4,4.3,5777,5574,3.6,49,53,-7.5,458,372,23.1,284,293,-3.1,4940,4705,5,1023,17.7,1121,20.1,-2.4,3213,55.6,2314,41.5,14.1,5777,0,5574,0,5623,5561,154,13,1071.6
CG17031824120,17031824120,0.667125,-0.7,6.3,0.4,8833,8478,4.2,233,95,145.3,345,280,23.2,439,437,0.5,7555,7660,-1.4,1959,22.2,2272,26.8,-4.6,4691,53.1,3148,37.1,16,8683,1.7,8105,4.4,8453,7954,230,151,43.3
CG17031824121,17031824121,0.434875,1.1,3,6.5,3055,3321,-8,105,0,UNDEF,98,115,-14.8,93,16,481.3,2686,3120,-13.9,735,24.1,827,24.9,-0.8,1527,50,1303,39.2,10.8,3055,0,3321,0,2773,3321,282,0,0
CG17031824122,17031824122,0.5865,-0.7,-0.9,5.1,6201,6083,1.9,80,150,-46.7,160,262,-38.9,348,219,58.9,5561,5234,6.2,1208,19.5,1485,24.4,-4.9,3201,51.6,2272,37.3,14.3,6201,0,6083,0,5881,5863,320,220,45
CG17031824123,17031824123,0.4825,-4.9,10,6.2,7953,7893,0.8,259,411,-37,335,533,-37.1,1052,724,45.3,6190,6183,0.1,2020,25.4,1508,19.1,6.3,3425,43.1,3119,39.5,3.6,7953,0,7893,0,6590,6733,1363,1160,20
CG17031824300,17031824300,0.68925,-11.6,26,-2.2,4260,4799,-11.2,3915,4268,-8.3,11,0,UNDEF,101,117,-13.7,172,380,-54.7,1541,36.2,2230,46.5,-10.3,1594,37.4,1287,26.8,10.6,3727,12.5,4160,13.3,2309,2596,1418,1564,1.9
CG17031824400,17031824400,0.538125,-6.7,3.4,5.7,2391,2231,7.2,936,993,-5.7,7,0,UNDEF,492,320,53.8,932,923,1,896,37.5,987,44.2,-6.7,857,35.8,540,24.2,11.6,2105,12,2006,10.1,1107,1107,998,899,11
CG17031824503,17031824503,0.76225,-3.5,15.2,-0.2,7054,6463,9.1,638,119,436.1,173,285,-39.3,364,713,-48.9,5863,5147,13.9,1685,23.9,1975,30.6,-6.7,3525,50,2453,38,12,7054,0,6463,0,6443,6214,611,249,136.7
CG17031824505,17031824505,0.619,-4.2,33.2,-3.5,6682,6732,-0.7,180,160,12.5,118,102,15.7,674,633,6.5,5669,5826,-2.7,1640,24.5,1811,26.9,-2.4,3184,47.7,2376,35.3,12.4,6653,0.4,6732,0,5000,5327,1653,1405,25.3
CG17031824506,17031824506,0.49125,-2,16.9,-5.4,7532,7468,0.9,107,12,791.7,204,213,-4.2,602,688,-12.5,6505,6429,1.2,2378,31.6,2386,31.9,-0.3,2964,39.4,2561,34.3,5.1,7520,0.2,7468,0,6879,6602,641,866,-29
CG17031824507,17031824507,0.535125,1.5,-2,12.1,4163,4172,-0.2,152,89,70.8,121,66,83.3,378,900,-58,3406,3052,11.6,1089,26.2,1335,32,-5.8,1923,46.2,1469,35.2,11,4163,0,4172,0,3298,3627,865,545,74.5
CG17031824601,17031824601,0.627375,-1.4,5.5,-0.6,4752,4068,16.8,202,84,140.5,18,39,-53.8,775,555,39.6,3642,3315,9.9,1456,30.6,1155,28.4,2.2,1957,41.2,1485,36.5,4.7,4752,0,4068,0,4102,3902,650,166,272.5
CG17031824602,17031824602,0.509125,-1.1,20.6,1.5,6415,6432,-0.3,143,269,-46.8,203,14,1350,701,843,-16.8,5368,5172,3.8,1722,26.8,1964,30.5,-3.7,2788,43.5,2207,34.3,9.2,6410,0.1,6432,0,5331,5152,1079,1280,-18.5
CG17031824701,17031824701,0.548125,-5,7.2,-5.5,4170,3736,11.6,219,494,-55.7,34,55,-38.2,1175,772,52.2,2569,2303,11.6,1319,31.6,1218,32.6,-1,1519,36.4,1211,32.4,4,4165,0.1,3736,0,3262,2783,903,953,-19.2
CG17031824702,17031824702,0.584375,2.8,17.3,-1.1,5837,6130,-4.8,603,831,-27.4,89,113,-21.2,1504,2164,-30.5,3250,2993,8.6,1988,34.1,2220,36.2,-2.1,1948,33.4,1509,24.6,8.8,5744,1.6,5851,4.6,4425,4921,1319,930,57.7
CG17031824800,17031824800,0.483375,12.7,-13.7,7.2,7926,7005,13.1,1674,1982,-15.5,16,0,UNDEF,4227,3125,35.3,1911,1802,6,2540,32,2845,40.6,-8.6,1444,18.2,1295,18.5,-0.3,7926,0,7005,0,5743,5751,2183,1254,74.3
CG17031824900,17031824900,0.4125,-1.3,-27.9,10.9,3042,2939,3.5,2129,1886,12.9,14,13,7.7,385,440,-12.5,499,540,-7.6,1041,34.2,1095,37.3,-3.1,894,29.4,900,30.6,-1.2,3033,0.3,2939,0,2198,2615,835,324,206.6
CG17031825000,17031825000,0.547625,2.8,21.1,0.4,4888,4782,2.2,464,266,74.4,127,323,-60.7,580,777,-25.4,3622,3402,6.5,1581,32.3,1650,34.5,-2.2,1822,37.3,1468,30.7,6.6,4861,0.6,4687,2,3684,3528,1177,1159,-2.7
CG17031825200,17031825200,0.573875,-9.3,21.8,-10.2,1954,1842,6.1,269,74,263.5,51,145,-64.8,315,405,-22.2,1095,1212,-9.7,693,35.5,567,30.8,4.7,609,31.2,685,37.2,-6,1937,0.9,1842,0,1602,1708,335,134,166.5
CG17031825302,17031825302,0.578625,-2.1,13.6,-1,6059,5989,1.2,960,70,1271.4,141,197,-28.4,887,837,6,4058,4876,-16.8,1635,27,1775,29.6,-2.6,2409,39.8,2260,37.7,2.1,6054,0.1,5960,0.5,4178,4272,1876,1688,13.6
CG17031825303,17031825303,0.509875,-2.6,-4.8,9.9,4009,3709,8.1,162,151,7.3,34,39,-12.8,411,767,-46.4,3402,2758,23.4,1194,29.8,1143,30.8,-1,1630,40.7,1196,32.2,8.5,4009,0,3709,0,2474,2389,1535,1320,12.3
CG17031825304,17031825304,0.703,-6.8,17.2,1.5,4184,3816,9.6,10,194,-94.8,141,66,113.6,550,163,237.4,3444,3311,4,1127,26.9,1064,27.9,-1,1981,47.3,1502,39.4,7.9,4184,0,3816,0,3439,3533,745,283,170.4
CG17031825400,17031825400,0.696875,1.6,14.3,-6.1,5273,6008,-12.2,209,221,-5.4,278,0,UNDEF,722,559,29.2,4050,5216,-22.4,1240,23.5,2274,37.8,-14.3,2551,48.4,2044,34,14.4,5226,0.9,5446,9.4,4120,4822,1106,624,107.4
CG17031825501,17031825501,0.421375,6.1,6.3,6,5226,5833,-10.4,4284,4869,-12,0,91,-100,374,85,340,535,787,-32,1464,28,1635,28,0,1905,36.5,2084,35.7,0.8,5223,0.1,5575,4.4,3345,4336,1878,1239,96.5
CG17031825503,17031825503,0.5595,-3.4,-15.2,2.6,6982,6524,7,5875,4727,24.3,151,38,297.4,172,751,-77.1,838,972,-13.8,1247,17.9,1338,20.5,-2.6,3584,51.3,2400,36.8,14.5,6965,0.2,6524,0,4881,5392,2084,1132,103.4
CG17031825504,17031825504,0.55625,2.4,16.3,-3.1,3773,3783,-0.3,3499,3064,14.2,0,19,-100,32,156,-79.5,205,511,-59.9,831,22,965,25.5,-3.5,1732,45.9,1252,33.1,12.8,3737,1,3783,0,1946,2441,1791,1342,67.4
CG17031825505,17031825505,0.36,9.1,-8.6,10,5409,5159,4.8,4687,4598,1.9,36,20,80,129,142,-9.2,538,399,34.8,938,17.3,932,18.1,-0.8,2620,48.4,2186,42.4,6,5283,2.3,5159,0,4038,4699,1245,460,215
CG17031825600,17031825600,0.366875,-5.9,-1.7,2.6,5496,5571,-1.3,4257,4030,5.6,92,65,41.5,625,741,-15.7,455,667,-31.8,1785,32.5,1602,28.8,3.7,1647,30,1473,26.4,3.6,5489,0.1,5571,0,3948,3487,1541,2084,-34.7
CG17031825700,17031825700,0.5405,6.8,15.1,4.2,4147,4165,-0.4,2444,2806,-12.9,0,42,-100,1080,660,63.6,617,664,-7.1,1273,30.7,1496,35.9,-5.2,1430,34.5,1215,29.2,5.3,3851,7.1,3821,8.3,2355,2757,1496,1064,64.6
CG17031825801,17031825801,0.32625,4.2,-10.1,16,3309,3913,-15.4,2983,3594,-17,0,8,-100,94,58,62.1,247,240,2.9,930,28.1,1173,30,-1.9,1177,35.6,1296,33.1,2.5,3309,0,3913,0,1388,1825,1921,2088,21
CG17031825802,17031825802,0.47525,6.3,12.6,-8.3,5894,5538,6.4,4987,4619,8,52,0,UNDEF,598,590,1.4,206,329,-37.4,1460,24.8,1220,22,2.8,2413,40.9,1978,35.7,5.2,5889,0.1,5538,0,3997,3983,1892,1555,21.2
CG17031825803,17031825803,0.527375,-6.5,5.2,7.4,5309,5517,-3.8,4115,4213,-2.3,25,0,UNDEF,772,505,52.9,370,747,-50.5,1588,29.9,1640,29.7,0.2,2369,44.6,1983,35.9,8.7,5309,0,5517,0,2602,3132,2707,2385,36.6
CG17031825900,17031825900,0.470625,7.6,-26.1,11.7,3742,3163,18.3,2308,1586,45.5,9,0,UNDEF,873,835,4.6,540,722,-25.2,1102,29.4,1081,34.2,-4.8,1176,31.4,973,30.8,0.6,3742,0,3163,0,2262,2421,1480,742,113.5
CG17031826000,17031826000,0.576375,-5.5,21,-10.4,2874,3298,-12.9,1741,2032,-14.3,0,0,UNDEF,761,933,-18.4,371,352,5.4,943,32.8,1058,32.1,0.7,823,28.6,784,23.8,4.8,2874,0,3298,0,1264,1485,1610,1813,4.3
CG17031826100,17031826100,0.602875,-2.8,-4.8,-5.4,7161,6364,12.5,4738,3135,51.1,13,65,-80,1324,1491,-11.2,1107,1665,-33.5,1926,26.9,1948,30.6,-3.7,2376,33.2,1748,27.5,5.7,7152,0.1,6364,0,4357,4500,2795,1864,54.9
CG17031826201,17031826201,0.45675,7.2,2,0.4,3569,3604,-1,3008,3100,-3,4,0,UNDEF,71,44,61.4,519,401,29.4,802,22.5,1453,40.3,-17.8,2172,60.9,1158,32.1,28.8,3382,5.2,3496,3,1941,1796,1441,1700,-21.6
CG17031826202,17031826202,0.469875,17.1,-4.8,0.6,5783,5462,5.9,3885,3139,23.8,8,56,-85.7,722,705,2.4,917,1415,-35.2,1534,26.5,1640,30,-3.5,2124,36.7,1674,30.6,6.1,5783,0,5462,0,4168,3929,1615,1533,-0.7
CG17031826301,17031826301,0.366875,8.2,4.6,4.5,3919,3938,-0.5,3360,3293,2,17,21,-19,458,106,332.1,230,432,-46.8,812,20.7,857,21.8,-1.1,1689,43.1,1477,37.5,5.6,3903,0.4,3938,0,3042,3261,861,677,36.3
CG17031826303,17031826303,0.378625,13.8,-13.5,17.8,4276,3737,14.4,3859,3464,11.4,54,0,UNDEF,9,23,-60.9,221,226,-2.2,981,22.9,801,21.4,1.5,1863,43.6,1426,38.2,5.4,4271,0.1,3737,0,3032,3295,1239,442,204.6
CG17031826304,17031826304,0.506875,1.2,4.1,-0.3,2780,3224,-13.8,2571,2960,-13.1,0,0,UNDEF,105,133,-21.1,68,198,-65.7,658,23.7,897,27.8,-4.1,1199,43.1,943,29.2,13.9,2780,0,3224,0,1589,1710,1191,1514,-15.3
CG17031826401,17031826401,0.339375,6.1,36,5.3,3801,4676,-18.7,3506,4347,-19.3,0,15,-100,215,23,834.8,71,189,-62.4,924,24.3,900,19.2,5.1,1480,38.9,1466,31.4,7.5,3783,0.5,4676,0,2134,2954,1649,1722,32.6
CG17031826402,17031826402,0.45175,2.5,-16.3,2.2,5054,5139,-1.7,4485,4351,3.1,34,60,-43.3,293,180,62.8,233,521,-55.3,1184,23.4,1302,25.3,-1.9,1992,39.4,1903,37,2.4,4978,1.5,4956,3.6,3407,3840,1571,1116,58.7
CG17031826500,17031826500,0.30075,4.3,-13.4,16,6403,6271,2.1,5754,5912,-2.7,41,11,272.7,275,88,212.5,364,298,22.1,1684,26.3,1284,20.5,5.8,2179,34,1984,31.6,2.4,6398,0.1,6271,0,3556,4367,2842,1904,83.3
CG17031826600,17031826600,0.415125,6.8,-4,6.4,5661,5620,0.7,5279,5078,4,16,0,UNDEF,76,99,-23.2,173,417,-58.5,1730,30.6,1537,27.3,3.3,1852,32.7,1600,28.5,4.2,5660,0,5620,0,2975,4018,2685,1602,126.4
CG17031826700,17031826700,0.445625,-1.6,26.5,10.5,5303,5466,-3,5061,5276,-4.1,0,0,UNDEF,23,0,UNDEF,184,190,-3.2,1585,29.9,1494,27.3,2.6,1836,34.6,1820,33.3,1.3,5301,0,5466,0,2649,2747,2652,2719,1.1
CG17031826800,17031826800,0.55475,-2,12.5,-3.9,4974,4984,-0.2,2408,2410,-0.1,9,0,UNDEF,2097,1630,28.7,413,919,-55.1,1906,38.3,1855,37.2,1.1,1202,24.2,1040,20.9,3.3,4974,0,4701,5.7,3011,2850,1963,1851,0.4
CG17031826901,17031826901,0.28475,10.4,-21,12.3,1772,1803,-1.7,1455,1532,-5,0,0,UNDEF,311,69,350.7,0,102,-100,667,37.6,531,29.5,8.1,418,23.6,583,32.3,-8.7,1772,0,1803,0,818,1071,954,732,70.6
CG17031826902,17031826902,0.353875,-9.3,22.3,-4.4,1089,1557,-30.1,1070,1557,-31.3,0,0,UNDEF,17,0,UNDEF,2,0,UNDEF,622,57.1,542,34.8,22.3,302,27.7,468,30.1,-2.4,1079,0.9,1557,0,708,711,371,846,-56
CG17031827000,17031827000,0.521,-12,-16.1,16.2,3634,3120,16.5,3097,2951,4.9,9,26,-65.4,460,10,4500,55,98,-43.9,1235,34,1093,35,-1,985,27.1,896,28.7,-1.6,3634,0,3120,0,1775,1936,1859,1184,71.3
CG17031827100,17031827100,0.376625,-0.8,-4.2,16.7,2785,2763,0.8,2469,2263,9.1,84,138,-39.1,125,78,60.3,71,78,-9,985,35.4,792,28.7,6.7,775,27.8,806,29.2,-1.4,2785,0,2763,0,1239,1483,1546,1280,44.6
